36,36,35,33,30,27,23,18,13,8,3,-2,-7,-11,-14,-17,-19,-20,-20,-20
-30,-29,-28,-26,-23,-19,-14,-8,-2,5,11,18,23,29,33,36,38,39,40,40
37,37,36,34,32,29,25,21,17,12,7,3,-1,-5,-8,-10,-12,-13,-13,-13
-0,-0,-0,-1,-1,-2,-2,-3,-4,-5,-6,-7,-8,-8,-9,-9,-10,-10,-10,-10
0,0,1,3,6,9,13,17,22,27,33,37,42,46,49,52,54,55,55,55
70,69,66,62,56,47,37,26,13,0,-13,-25,-37,-47,-55,-62,-66,-69,-70,-70
