-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
65,65,64,64,62,61,59,57,55,53,50,48,46,44,43,41,41,40,40,40
-20,-20,-19,-18,-16,-13,-11,-7,-4,-0,4,7,11,13,16,18,19,20,20,20
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70
