36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
-12,-12,-12,-13,-14,-15,-16,-18,-19,-21,-23,-24,-26,-27,-28,-29,-29,-30,-30,-30
23,23,23,24,24,25,26,27,29,30,31,33,34,35,36,36,37,37,37,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
