-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
40,40,41,41,43,44,46,48,50,52,55,57,59,61,62,63,64,65,65,65
-13,-13,-13,-13,-14,-14,-15,-15,-16,-16,-17,-18,-18,-19,-19,-20,-20,-20,-20,-20
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70
