0,0,0,1,1,2,3,4,6,8,9,11,14,16,18,20,22,25,27,28,30,32,33,34,35,35,36,36,36,36
-0,-0,-0,-0,-0,-1,-1,-1,-2,-3,-3,-4,-5,-5,-6,-7,-7,-8,-9,-9,-10,-11,-11,-11,-12,-12,-12,-12,-12,-12
0,0,0,0,1,1,2,3,4,5,6,7,9,10,12,13,14,16,17,18,19,20,21,22,22,23,23,23,23,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,2,4,6,9,11,15,18,22,26,31,35,39,44,48,52,55,59,61,64,66,68,69,69,70,70,70
