-20,-20,-19,-19,-18,-17,-15,-14,-12,-10,-8,-6,-5,-3,-2,-1,-0,-0,0,0
40,40,39,38,36,33,31,27,24,20,16,13,9,7,4,2,1,0,-0,-0
20,20,19,19,18,17,15,14,12,10,8,6,5,3,2,1,0,0,-0,-0
-10,-10,-10,-9,-9,-8,-8,-7,-6,-5,-4,-3,-2,-2,-1,-1,-0,-0,0,0
55,55,54,52,49,46,42,38,33,28,22,17,13,9,6,3,1,0,-0,-0
-70,-69,-68,-66,-63,-59,-54,-48,-42,-35,-29,-22,-16,-11,-7,-4,-2,-0,0,0
